station_nbr	record_date	mean_daily_flow_cfs	published_status	estimated	revised	download_date
11499100	10-01-1973	26   	Published			02-06-2015 11:46
11499100	10-02-1973	26   	Published			02-06-2015 11:46
11499100	10-03-1973	26   	Published			02-06-2015 11:46
11499100	10-04-1973	26   	Published			02-06-2015 11:46
11499100	10-05-1973	26   	Published			02-06-2015 11:46
11499100	10-06-1973	26   	Published			02-06-2015 11:46
11499100	10-07-1973	27   	Published			02-06-2015 11:46
11499100	10-08-1973	27   	Published			02-06-2015 11:46
11499100	10-09-1973	26   	Published			02-06-2015 11:46
11499100	10-10-1973	25   	Published			02-06-2015 11:46
11499100	10-11-1973	26   	Published			02-06-2015 11:46
11499100	10-12-1973	25   	Published			02-06-2015 11:46
11499100	10-13-1973	25   	Published			02-06-2015 11:46
11499100	10-14-1973	26   	Published			02-06-2015 11:46
11499100	10-15-1973	26   	Published			02-06-2015 11:46
11499100	10-16-1973	25   	Published			02-06-2015 11:46
11499100	10-17-1973	25   	Published			02-06-2015 11:46
11499100	10-18-1973	25   	Published			02-06-2015 11:46
11499100	10-19-1973	28   	Published			02-06-2015 11:46
11499100	10-20-1973	31   	Published			02-06-2015 11:46
11499100	10-21-1973	34   	Published			02-06-2015 11:46
11499100	10-22-1973	39   	Published			02-06-2015 11:46
11499100	10-23-1973	34   	Published			02-06-2015 11:46
11499100	10-24-1973	31   	Published			02-06-2015 11:46
11499100	10-25-1973	29   	Published			02-06-2015 11:46
11499100	10-26-1973	28   	Published			02-06-2015 11:46
11499100	10-27-1973	28   	Published			02-06-2015 11:46
11499100	10-28-1973	29   	Published			02-06-2015 11:46
11499100	10-29-1973	30   	Published			02-06-2015 11:46
11499100	10-30-1973	30   	Published			02-06-2015 11:46
11499100	10-31-1973	30   	Published			02-06-2015 11:46
11499100	11-01-1973	31   	Published			02-06-2015 11:46
11499100	11-02-1973	31   	Published			02-06-2015 11:46
11499100	11-03-1973	32   	Published			02-06-2015 11:46
11499100	11-04-1973	33   	Published			02-06-2015 11:46
11499100	11-05-1973	36   	Published			02-06-2015 11:46
11499100	11-06-1973	49   	Published			02-06-2015 11:46
11499100	11-07-1973	49   	Published			02-06-2015 11:46
11499100	11-08-1973	105   	Published			02-06-2015 11:46
11499100	11-09-1973	132   	Published			02-06-2015 11:46
11499100	11-10-1973	158   	Published			02-06-2015 11:46
11499100	11-11-1973	384   	Published			02-06-2015 11:46
11499100	11-12-1973	926   	Published			02-06-2015 11:46
11499100	11-13-1973	1060   	Published			02-06-2015 11:46
11499100	11-14-1973	632   	Published			02-06-2015 11:46
11499100	11-15-1973	432   	Published			02-06-2015 11:46
11499100	11-16-1973	428   	Published			02-06-2015 11:46
11499100	11-17-1973	458   	Published			02-06-2015 11:46
11499100	11-18-1973	396   	Published			02-06-2015 11:46
11499100	11-19-1973	279   	Published			02-06-2015 11:46
11499100	11-20-1973	238   	Published			02-06-2015 11:46
11499100	11-21-1973	182   	Published			02-06-2015 11:46
11499100	11-22-1973	154   	Published			02-06-2015 11:46
11499100	11-23-1973	136   	Published			02-06-2015 11:46
11499100	11-24-1973	125   	Published			02-06-2015 11:46
11499100	11-25-1973	116   	Published			02-06-2015 11:46
11499100	11-26-1973	105   	Published			02-06-2015 11:46
11499100	11-27-1973	93   	Published			02-06-2015 11:46
11499100	11-28-1973	101   	Published			02-06-2015 11:46
11499100	11-29-1973	164   	Published			02-06-2015 11:46
11499100	11-30-1973	573   	Published			02-06-2015 11:46
11499100	12-01-1973	834   	Published			02-06-2015 11:46
11499100	12-02-1973	488   	Published			02-06-2015 11:46
11499100	12-03-1973	406   	Published			02-06-2015 11:46
11499100	12-04-1973	326   	Published			02-06-2015 11:46
11499100	12-05-1973	272   	Published			02-06-2015 11:46
11499100	12-06-1973	241   	Published			02-06-2015 11:46
11499100	12-07-1973	505   	Published			02-06-2015 11:46
11499100	12-08-1973	658   	Published			02-06-2015 11:46
11499100	12-09-1973	512   	Published			02-06-2015 11:46
11499100	12-10-1973	351   	Published			02-06-2015 11:46
11499100	12-11-1973	302   	Published			02-06-2015 11:46
11499100	12-12-1973	238   	Published			02-06-2015 11:46
11499100	12-13-1973	172   	Published			02-06-2015 11:46
11499100	12-14-1973	150   	Published			02-06-2015 11:46
11499100	12-15-1973	154   	Published			02-06-2015 11:46
11499100	12-16-1973	191   	Published			02-06-2015 11:46
11499100	12-17-1973	400   	Published			02-06-2015 11:46
11499100	12-18-1973	572   	Published			02-06-2015 11:46
11499100	12-19-1973	404   	Published			02-06-2015 11:46
11499100	12-20-1973	343   	Published			02-06-2015 11:46
11499100	12-21-1973	295   	Published			02-06-2015 11:46
11499100	12-22-1973	231   	Published			02-06-2015 11:46
11499100	12-23-1973	228   	Published			02-06-2015 11:46
11499100	12-24-1973	215   	Published			02-06-2015 11:46
11499100	12-25-1973	218   	Published			02-06-2015 11:46
11499100	12-26-1973	194   	Published			02-06-2015 11:46
11499100	12-27-1973	210   	Published			02-06-2015 11:46
11499100	12-28-1973	238   	Published			02-06-2015 11:46
11499100	12-29-1973	268   	Published			02-06-2015 11:46
11499100	12-30-1973	265   	Published			02-06-2015 11:46
11499100	12-31-1973	170   	Published			02-06-2015 11:46
11499100	01-01-1974	100   	Published			02-06-2015 11:46
11499100	01-02-1974	70   	Published			02-06-2015 11:46
11499100	01-03-1974	53   	Published			02-06-2015 11:46
11499100	01-04-1974	53   	Published			02-06-2015 11:46
11499100	01-05-1974	53   	Published			02-06-2015 11:46
11499100	01-06-1974	53   	Published			02-06-2015 11:46
11499100	01-07-1974	53   	Published			02-06-2015 11:46
11499100	01-08-1974	53   	Published			02-06-2015 11:46
11499100	01-09-1974	53   	Published			02-06-2015 11:46
11499100	01-10-1974	53   	Published			02-06-2015 11:46
11499100	01-11-1974	56   	Published			02-06-2015 11:46
11499100	01-12-1974	59   	Published			02-06-2015 11:46
11499100	01-13-1974	66   	Published			02-06-2015 11:46
11499100	01-14-1974	87   	Published			02-06-2015 11:46
11499100	01-15-1974	523   	Published			02-06-2015 11:46
11499100	01-16-1974	2290   	Published			02-06-2015 11:46
11499100	01-17-1974	3100   	Published			02-06-2015 11:46
11499100	01-18-1974	1900   	Published			02-06-2015 11:46
11499100	01-19-1974	2200   	Published			02-06-2015 11:46
11499100	01-20-1974	1500   	Published			02-06-2015 11:46
